"ticker","name","date","open","high","low","close","adjusted_close","volume"
"AAPL","Apple Inc. - Common Stock","2021-01-06 14:30:00-05:00",127.79989624023438,128.22000122070312,126.94000244140624,127.4800033569336,127.4800033569336,23418062
"AAPL","Apple Inc. - Common Stock","2021-01-06 15:30:00-05:00",127.48989868164062,127.58999633789062,126.38200378417967,126.58999633789062,126.58999633789062,19152815
"AAPL","Apple Inc. - Common Stock","2021-01-06 16:00:00-05:00",126.58,128.68445,126.31,127.07,127.07,0
"AAPL","Apple Inc. - Common Stock","2021-01-06 17:00:00-05:00",127.0702,127.97676,120.2615,127.29,127.29,0
"AAPL","Apple Inc. - Common Stock","2021-01-06 18:00:00-05:00",127.29,127.47,127.05,127.24,127.24,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 04:00:00-05:00",128.0,128.64,127.82,128.3,128.3,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 05:00:00-05:00",128.31,128.44,127.51,127.77,127.77,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 06:00:00-05:00",127.85,128.29,127.42,127.72,127.72,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 07:00:00-05:00",127.8,128.29,127.69,128.24,128.24,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 08:00:00-05:00",128.24,128.62,127.87,128.6,128.6,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 09:00:00-05:00",128.6,128.64,128.19,128.41,128.41,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 09:30:00-05:00",128.36000061035156,130.31500244140625,127.87999725341795,129.83009338378906,129.83009338378906,32013474
"AAPL","Apple Inc. - Common Stock","2021-01-07 10:30:00-05:00",129.83999633789062,131.02999877929688,129.69000244140625,130.55999755859375,130.55999755859375,16316944
"AAPL","Apple Inc. - Common Stock","2021-01-07 11:30:00-05:00",130.57000732421875,130.9600067138672,129.85000610351562,130.05999755859375,130.05999755859375,10993000
"AAPL","Apple Inc. - Common Stock","2021-01-07 12:30:00-05:00",130.07000732421875,130.64999389648438,130.02000427246094,130.36000061035156,130.36000061035156,7367014
"AAPL","Apple Inc. - Common Stock","2021-01-07 13:30:00-05:00",130.3699951171875,130.63999938964844,130.2100067138672,130.61680603027344,130.61680603027344,6995719
"AAPL","Apple Inc. - Common Stock","2021-01-07 14:30:00-05:00",130.61439514160156,131.21499633789062,130.4145050048828,131.2100067138672,131.2100067138672,11292598
"AAPL","Apple Inc. - Common Stock","2021-01-07 15:30:00-05:00",131.2100067138672,131.6300048828125,130.82000732421875,130.86000061035156,130.86000061035156,10803312
"AAPL","Apple Inc. - Common Stock","2021-01-07 16:00:00-05:00",130.85,131.0,130.61,130.63,130.63,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 17:00:00-05:00",130.66,130.92,130.42,130.72,130.72,0
"AAPL","Apple Inc. - Common Stock","2021-01-07 18:00:00-05:00",130.72,131.16,130.5,131.03,131.03,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 04:00:00-05:00",131.72,132.14,131.68,131.9,131.9,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 05:00:00-05:00",131.86,132.12,131.13,132.1,132.1,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 06:00:00-05:00",132.1,132.16,131.83,132.08,132.08,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 07:00:00-05:00",132.0,132.75,131.93,132.7,132.7,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 08:00:00-05:00",132.7,132.85,132.01,132.4,132.4,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 09:00:00-05:00",132.4,132.6,132.01,132.57,132.57,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 09:30:00-05:00",132.42999267578125,132.6300048828125,130.25999450683594,130.3800048828125,130.3800048828125,28975366
"AAPL","Apple Inc. - Common Stock","2021-01-08 10:30:00-05:00",130.38999938964844,131.5,130.3300018310547,131.07000732421875,131.07000732421875,13073639
"AAPL","Apple Inc. - Common Stock","2021-01-08 11:30:00-05:00",131.07000732421875,132.57000732421875,130.9801025390625,132.15499877929688,132.15499877929688,14283770
"AAPL","Apple Inc. - Common Stock","2021-01-08 12:30:00-05:00",132.15499877929688,132.25,130.3699951171875,131.11500549316406,131.11500549316406,10482766
"AAPL","Apple Inc. - Common Stock","2021-01-08 13:30:00-05:00",131.1199951171875,131.5500030517578,130.22999572753906,131.47500610351562,131.47500610351562,10131803
"AAPL","Apple Inc. - Common Stock","2021-01-08 14:30:00-05:00",131.47000122070312,131.85000610351562,131.08030700683594,131.77349853515625,131.77349853515625,8394512
"AAPL","Apple Inc. - Common Stock","2021-01-08 15:30:00-05:00",131.77000427246094,132.2100067138672,131.6300048828125,131.99000549316406,131.99000549316406,8656786
"AAPL","Apple Inc. - Common Stock","2021-01-08 16:00:00-05:00",132.05,132.2,131.5253,131.99,131.99,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 17:00:00-05:00",131.985,132.15,131.97,132.02,132.02,0
"AAPL","Apple Inc. - Common Stock","2021-01-08 18:00:00-05:00",132.0,132.05,131.93,131.94,131.94,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 04:00:00-05:00",131.75,131.75,131.0,131.15,131.15,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 05:00:00-05:00",131.15,131.48,131.1,131.4,131.4,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 06:00:00-05:00",131.3,131.48,131.2,131.39,131.39,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 07:00:00-05:00",131.36,131.73,130.9,130.9,130.9,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 08:00:00-05:00",130.89,131.43,130.24,130.5,130.5,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 09:00:00-05:00",130.5,130.56,129.61,129.7,129.7,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 09:30:00-05:00",129.19000244140625,130.1699981689453,128.5,130.0,130.0,29849978
"AAPL","Apple Inc. - Common Stock","2021-01-11 10:30:00-05:00",130.0,130.11000061035156,129.02999877929688,129.5634002685547,129.5634002685547,12052523
"AAPL","Apple Inc. - Common Stock","2021-01-11 11:30:00-05:00",129.55999755859375,129.85000610351562,129.3000030517578,129.7050018310547,129.7050018310547,7883659
"AAPL","Apple Inc. - Common Stock","2021-01-11 12:30:00-05:00",129.6999969482422,130.05999755859375,129.4499969482422,129.61000061035156,129.61000061035156,8874861
"AAPL","Apple Inc. - Common Stock","2021-01-11 13:30:00-05:00",129.6199951171875,129.64999389648438,128.94009399414062,129.00079345703125,129.00079345703125,9107733
"AAPL","Apple Inc. - Common Stock","2021-01-11 14:30:00-05:00",129.0,129.44000244140625,128.69000244140625,128.73789978027344,128.73789978027344,9899971
"AAPL","Apple Inc. - Common Stock","2021-01-11 15:30:00-05:00",128.73500061035156,129.17999267578125,128.7176055908203,128.97999572753906,128.97999572753906,8720406
"AAPL","Apple Inc. - Common Stock","2021-01-11 16:00:00-05:00",128.98,129.3508,128.9501,129.0,129.0,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 17:00:00-05:00",128.98,129.01,121.02879,128.93,128.93,0
"AAPL","Apple Inc. - Common Stock","2021-01-11 18:00:00-05:00",128.95,129.17,128.92,129.14,129.14,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 04:00:00-05:00",129.1,129.4,129.0,129.33,129.33,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 05:00:00-05:00",129.2,129.72,129.2,129.52,129.52,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 06:00:00-05:00",129.47,129.9,129.13,129.41,129.41,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 07:00:00-05:00",129.34,129.97,129.3,129.85,129.85,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 08:00:00-05:00",129.8,129.9502,129.29,129.4002,129.4002,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 09:00:00-05:00",129.3802,129.51,128.6,128.7,128.7,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 09:30:00-05:00",128.7949981689453,129.69000244140625,128.0800018310547,128.99969482421875,128.99969482421875,23029336
"AAPL","Apple Inc. - Common Stock","2021-01-12 10:30:00-05:00",129.02999877929688,129.3300018310547,128.60000610351562,128.71389770507812,128.71389770507812,11369620
"AAPL","Apple Inc. - Common Stock","2021-01-12 11:30:00-05:00",128.7100067138672,128.72019958496094,126.86000061035156,127.60009765625,127.60009765625,16505508
"AAPL","Apple Inc. - Common Stock","2021-01-12 12:30:00-05:00",127.6050033569336,128.3800048828125,127.4800033569336,128.2834014892578,128.2834014892578,8734042
"AAPL","Apple Inc. - Common Stock","2021-01-12 13:30:00-05:00",128.2823028564453,128.63999938964844,128.0800018310547,128.49400329589844,128.49400329589844,7718179
"AAPL","Apple Inc. - Common Stock","2021-01-12 14:30:00-05:00",128.49099731445312,128.7899932861328,128.0800018310547,128.5399932861328,128.5399932861328,8867992
"AAPL","Apple Inc. - Common Stock","2021-01-12 15:30:00-05:00",128.52999877929688,129.19000244140625,128.47000122070312,128.8199005126953,128.8199005126953,7869307
"AAPL","Apple Inc. - Common Stock","2021-01-12 16:00:00-05:00",128.8,129.0,128.4569,128.84,128.84,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 17:00:00-05:00",128.84,128.98,121.47578,128.98,128.98,0
"AAPL","Apple Inc. - Common Stock","2021-01-12 18:00:00-05:00",128.95,128.99,128.8,128.94,128.94,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 04:00:00-05:00",129.3,130.0,129.3,129.65,129.65,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 05:00:00-05:00",129.6,129.95,129.6,129.95,129.95,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 06:00:00-05:00",129.95,130.0,129.45,129.8,129.8,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 07:00:00-05:00",129.89,129.92,129.23,129.29,129.29,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 08:00:00-05:00",129.28,129.7,128.29,128.64,128.64,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 09:00:00-05:00",128.66,129.28,128.6,129.05,129.05,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 09:30:00-05:00",128.93170166015625,130.20010375976562,128.8699951171875,130.0435028076172,130.0435028076172,23225796
"AAPL","Apple Inc. - Common Stock","2021-01-13 10:30:00-05:00",130.0500030517578,131.44000244140625,130.0500030517578,131.25,131.25,15763216
"AAPL","Apple Inc. - Common Stock","2021-01-13 11:30:00-05:00",131.24000549316406,131.4499969482422,130.5,130.72300720214844,130.72300720214844,11887823
"AAPL","Apple Inc. - Common Stock","2021-01-13 12:30:00-05:00",130.72500610351562,131.2899932861328,130.41000366210938,130.88999938964844,130.88999938964844,8534756
"AAPL","Apple Inc. - Common Stock","2021-01-13 13:30:00-05:00",130.88499450683594,131.1999969482422,130.73060607910156,130.92050170898438,130.92050170898438,6062909
"AAPL","Apple Inc. - Common Stock","2021-01-13 14:30:00-05:00",130.9199981689453,131.13999938964844,130.6300048828125,130.6750030517578,130.6750030517578,6261926
"AAPL","Apple Inc. - Common Stock","2021-01-13 15:30:00-05:00",130.6750030517578,131.1300048828125,130.60000610351562,130.88999938964844,130.88999938964844,6948730
"AAPL","Apple Inc. - Common Stock","2021-01-13 16:00:00-05:00",131.18,131.18,130.5667,130.85,130.85,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 17:00:00-05:00",130.85,139.33119,122.799164,130.85,130.85,0
"AAPL","Apple Inc. - Common Stock","2021-01-13 18:00:00-05:00",130.8,131.11,130.8,131.09,131.09,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 04:00:00-05:00",131.2,131.2,130.69,130.71,130.71,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 05:00:00-05:00",130.84,130.84,130.13,130.4,130.4,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 06:00:00-05:00",130.36,130.65,130.0,130.5,130.5,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 07:00:00-05:00",130.5,130.81,130.08,130.76,130.76,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 08:00:00-05:00",130.77,130.96,130.6,130.684,130.684,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 09:00:00-05:00",130.7,131.16,130.67,130.99,130.99,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 09:30:00-05:00",130.5,130.6999969482422,129.60000610351562,130.25,130.25,21748693
"AAPL","Apple Inc. - Common Stock","2021-01-14 10:30:00-05:00",130.2550048828125,130.8699951171875,130.0399932861328,130.39500427246094,130.39500427246094,12030680
"AAPL","Apple Inc. - Common Stock","2021-01-14 11:30:00-05:00",130.3975067138672,130.5093994140625,129.75999450683594,130.02000427246094,130.02000427246094,7791889
"AAPL","Apple Inc. - Common Stock","2021-01-14 12:30:00-05:00",130.02000427246094,130.1999969482422,129.5399932861328,129.77310180664062,129.77310180664062,7603705
"AAPL","Apple Inc. - Common Stock","2021-01-14 13:30:00-05:00",129.77000427246094,129.91000366210938,129.35000610351562,129.47189331054688,129.47189331054688,7663944
"AAPL","Apple Inc. - Common Stock","2021-01-14 14:30:00-05:00",129.47079467773438,129.72999572753906,128.89999389648438,129.02999877929688,129.02999877929688,12060502
"AAPL","Apple Inc. - Common Stock","2021-01-14 15:30:00-05:00",129.0399932861328,129.44000244140625,128.75999450683594,128.91000366210938,128.91000366210938,9668748
"AAPL","Apple Inc. - Common Stock","2021-01-14 16:00:00-05:00",128.91,129.18,128.909,129.0,129.0,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 17:00:00-05:00",129.0,129.3,128.91,129.28,129.28,0
"AAPL","Apple Inc. - Common Stock","2021-01-14 18:00:00-05:00",129.28,129.35,128.91,129.28,129.28,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 04:00:00-05:00",129.22,129.22,128.83,128.88,128.88,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 05:00:00-05:00",128.87,129.03,128.72,128.99,128.99,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 06:00:00-05:00",128.82,129.04,128.7,128.98,128.98,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 07:00:00-05:00",128.97,129.03,128.63,129.0,129.0,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 08:00:00-05:00",129.04,129.26,128.75,129.03,129.03,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 09:00:00-05:00",129.02,129.1598,128.74,128.89,128.89,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 09:30:00-05:00",128.77999877929688,130.2241973876953,127.5,128.27000427246094,128.27000427246094,31378444
"AAPL","Apple Inc. - Common Stock","2021-01-15 10:30:00-05:00",128.25999450683594,129.32000732421875,127.59239959716795,129.3000030517578,129.3000030517578,16434399
"AAPL","Apple Inc. - Common Stock","2021-01-15 11:30:00-05:00",129.2899932861328,129.35000610351562,128.25,128.25999450683594,128.25999450683594,12569629
"AAPL","Apple Inc. - Common Stock","2021-01-15 12:30:00-05:00",128.26010131835938,128.92990112304688,128.19000244140625,128.64999389648438,128.64999389648438,4992311
"AAPL","Apple Inc. - Common Stock","2021-01-15 13:30:00-05:00",128.65919494628906,128.78880310058594,128.0,128.05990600585938,128.05990600585938,8090424
"AAPL","Apple Inc. - Common Stock","2021-01-15 14:30:00-05:00",128.05999755859375,128.11000061035156,127.48999786376952,127.55999755859376,127.55999755859376,10499812
"AAPL","Apple Inc. - Common Stock","2021-01-15 15:30:00-05:00",127.55999755859376,127.61000061035156,127.0,127.06999969482422,127.06999969482422,10977550
"AAPL","Apple Inc. - Common Stock","2021-01-15 16:00:00-05:00",127.14,128.4798,126.89,126.94,126.94,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 17:00:00-05:00",126.95,127.18,126.9,127.12,127.12,0
"AAPL","Apple Inc. - Common Stock","2021-01-15 18:00:00-05:00",127.11,127.15,127.01,127.06,127.06,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 04:00:00-05:00",128.55,129.0,128.55,128.75,128.75,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 05:00:00-05:00",128.71,128.9,128.51,128.9,128.9,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 06:00:00-05:00",128.8,128.99,128.8,128.99,128.99,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 07:00:00-05:00",129.0,129.0,128.31,128.4,128.4,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 08:00:00-05:00",128.36,128.9,128.1,128.28,128.28,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 09:00:00-05:00",128.2898,128.35,127.8,128.0,128.0,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 09:30:00-05:00",128.0,128.64999389648438,126.93800354003906,127.16929626464844,127.16929626464844,31474119
"AAPL","Apple Inc. - Common Stock","2021-01-19 10:30:00-05:00",127.18000030517578,127.55999755859376,126.9499969482422,127.18000030517578,127.18000030517578,11467593
"AAPL","Apple Inc. - Common Stock","2021-01-19 11:30:00-05:00",127.18000030517578,127.79000091552734,127.12000274658205,127.37000274658205,127.37000274658205,7535195
"AAPL","Apple Inc. - Common Stock","2021-01-19 12:30:00-05:00",127.375,128.25999450683594,127.27999877929688,128.11000061035156,128.11000061035156,8249106
"AAPL","Apple Inc. - Common Stock","2021-01-19 13:30:00-05:00",128.1199951171875,128.19000244140625,127.83000183105467,128.05050659179688,128.05050659179688,6136365
"AAPL","Apple Inc. - Common Stock","2021-01-19 14:30:00-05:00",128.0500030517578,128.1300048828125,127.68000030517578,127.87010192871094,127.87010192871094,6683872
"AAPL","Apple Inc. - Common Stock","2021-01-19 15:30:00-05:00",127.87999725341795,128.11000061035156,127.63999938964844,127.8499984741211,127.8499984741211,6907881
"AAPL","Apple Inc. - Common Stock","2021-01-19 16:00:00-05:00",127.85,128.12,127.2512,127.95,127.95,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 17:00:00-05:00",127.97,128.14,127.04,128.08,128.08,0
"AAPL","Apple Inc. - Common Stock","2021-01-19 18:00:00-05:00",128.1,128.24,127.43,128.14,128.14,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 04:00:00-05:00",128.68,128.7,128.0,128.36,128.36,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 05:00:00-05:00",128.3,128.75,128.25,128.67,128.67,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 06:00:00-05:00",128.65,128.75,128.61,128.72,128.72,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 07:00:00-05:00",128.65,128.66,128.45,128.51,128.51,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 08:00:00-05:00",128.52,128.75,127.83,128.66,128.66,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 09:00:00-05:00",128.65,128.74,127.83,128.6398,128.6398,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 09:30:00-05:00",128.8300018310547,131.1999969482422,128.75999450683594,131.1199951171875,131.1199951171875,26871187
"AAPL","Apple Inc. - Common Stock","2021-01-20 10:30:00-05:00",131.12989807128906,131.88999938964844,130.91000366210938,131.84170532226562,131.84170532226562,16327733
"AAPL","Apple Inc. - Common Stock","2021-01-20 11:30:00-05:00",131.84010314941406,132.25,131.67999267578125,131.9600067138672,131.9600067138672,10695750
"AAPL","Apple Inc. - Common Stock","2021-01-20 12:30:00-05:00",131.97000122070312,132.2100067138672,131.67999267578125,132.1584014892578,132.1584014892578,7870298
"AAPL","Apple Inc. - Common Stock","2021-01-20 13:30:00-05:00",132.1699981689453,132.44000244140625,131.72999572753906,132.19410705566406,132.19410705566406,9182029
"AAPL","Apple Inc. - Common Stock","2021-01-20 14:30:00-05:00",132.19000244140625,132.49000549316406,131.94000244140625,132.1800994873047,132.1800994873047,9846090
"AAPL","Apple Inc. - Common Stock","2021-01-20 15:30:00-05:00",132.17999267578125,132.4600067138672,131.97000122070312,131.97000122070312,131.97000122070312,9212800
"AAPL","Apple Inc. - Common Stock","2021-01-20 16:00:00-05:00",131.97,132.28,131.3955,132.27,132.27,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 17:00:00-05:00",132.25,132.28,132.03,132.21,132.21,0
"AAPL","Apple Inc. - Common Stock","2021-01-20 18:00:00-05:00",132.2,132.55,132.19,132.54,132.54,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 04:00:00-05:00",133.2,133.43,133.0,133.17,133.17,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 05:00:00-05:00",133.25,133.66,133.12,133.53,133.53,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 06:00:00-05:00",133.53,133.89,133.34,133.57,133.57,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 07:00:00-05:00",133.6,134.0,133.56,133.8,133.8,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 08:00:00-05:00",133.79,134.14,133.65,134.14,134.14,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 09:00:00-05:00",134.14,134.32,128.62,133.84,133.84,0
"AAPL","Apple Inc. - Common Stock","2021-01-21 09:30:00-05:00",133.8000030517578,135.97999572753906,133.58999633789062,135.85960388183594,135.85960388183594,38405902
"AAPL","Apple Inc. - Common Stock","2021-01-21 10:30:00-05:00",135.8592987060547,136.3800048828125,135.35000610351562,136.18499755859375,136.18499755859375,17352444
"AAPL","Apple Inc. - Common Stock","2021-01-21 11:30:00-05:00",136.18179321289062,136.27000427246094,135.2100067138672,135.85000610351562,135.85000610351562,11827648
"AAPL","Apple Inc. - Common Stock","2021-01-21 12:30:00-05:00",135.86000061035156,136.33990478515625,135.6300048828125,136.22000122070312,136.22000122070312,8337986
"AAPL","Apple Inc. - Common Stock","2021-01-21 13:30:00-05:00",136.22999572753906,136.64999389648438,135.91310119628906,136.56149291992188,136.56149291992188,9393948
"AAPL","Apple Inc. - Common Stock","2021-01-21 14:30:00-05:00",136.57000732421875,136.99000549316406,136.36000061035156,136.82989501953125,136.82989501953125,9673127
